company_original,company_processed,matched_assignee_original,matched_assignee_processed,similarity_score,valid_match,notes
SEALECTRO CORP,sealectro,Sealectro Corporation,sealectro,0.9999998807907104,True,
SEALRIGHT CO INC,sealright,Sealright Co. Inc.,sealright,1.0,True,
SEALY CORP,sealy,"Sealy, Inc.",sealy,1.0,True,
SEAPORT CORP,seaport,"SEAPORT, INC.",seaport,0.9999997615814209,True,
SEARCH MINERALS INC,search minerals,Search Minerals Inc.,search minerals,1.0,True,
SEARS ROEBUCK & CO,sears roebuck,"Sears, Roebuck and Co.",sears roebuck,1.0,True,
SEASON-ALL INDUSTRIES INC,season all industries,"Season-All Industries, Inc.",season all industries,1.0,True,
SEASPINE HOLDINGS CORP,seaspine,"SeaSpine, Inc.",seaspine,1.0,True,
SEASTAR MEDICAL HOLDING CORP,seastar medical,"SeaStar Medical, Inc.",seastar medical,1.0,True,
SECOM GENERAL CORP,secom general,Secom General Corporation,secom general,1.0,True,
SECTOR 5 INC,sector 5,"SECTOR 5, INC.",sector 5,1.0,True,
SECURAC CORP,securac,Securatrac LLC,securatrac,0.9644215106964111,True,
SECURE COMPUTING CORP,secure computing,"Secure Computing, LLC",secure computing,1.0,True,
SECURE TECHNOLOGIES GROUP,secure technologies,Secure Technologies Inc.,secure technologies,1.0,True,
SECUREWORKS CORP,secureworks,Secureworks Corp.,secureworks,1.0,True,
SECURITY FIRST CORP,security first,Security First Corp.,security first,0.9999998807907104,True,
SECURITY PLASTICS INC,security plastics,"Security Plastics, Inc.",security plastics,1.0,True,
SECURITY TAG SYSTEMS INC,security tag systems,"Security Tag Systems, Inc.",security tag systems,0.9999998807907104,True,
SECURITY TECHNOLOGY INC,security technology,"Security Technology, LLC",security technology,1.0,True,
SEDCO INC,sedco,"Sedco, Inc.",sedco,1.0,True,
SEDONA CORP,sedona,"Sedona International, Inc.",sedona,0.9999997019767761,True,
SEEBEYOND TECHNOLOGY CORP,seebeyond technology,SeeBeyond Technology Corporation,seebeyond technology,1.0,True,
SEEBURG CORP,seeburg,The Seeburg Corporation,seeburg,1.0,True,
SEEC INC,seec,"SEEC, Inc.",seec,1.0,True,
SEELOS THERAPEUTICS INC,seelos therapeutics,"Seelos Therapeutics, Inc.",seelos therapeutics,1.0,True,
SEEQ TECHNOLOGY INC,seeq technology,"Seeq Technology, Incorporated",seeq technology,1.0,True,
SEER INC,seer,"Seer, Inc.",seer,1.0,True,
SEER TECHNOLOGIES INC,seer technologies,"Seer Technologies, Inc.",seer technologies,1.0,True,
SEGUE SOFTWARE INC,segue software,"Segue Software, Inc.",segue software,0.9999998807907104,True,
SEISCOM DELTA INC,seiscom delta,"Seiscom Delta, Inc.",seiscom delta,0.9999998807907104,True,
SELCO INC,selco,SELCO SPA,selco,1.0,True,
SELECT WATER SOLUTIONS INC,select water solutions,Select Water Solutions,select water solutions,1.0,True,
SEMA PLC,sema,Sema,sema,1.0,True,
SEMBIOSYS GENETICS INC,sembiosys genetics,"Sembiosys Genetics, Inc.",sembiosys genetics,1.0,True,
SEMICON INC,semicon,"Semicon Co., Ltd.",semicon,1.0,True,
SEMILEDS CORP,semileds,SemiLEDs Corporation,semileds,1.0,True,
SEMITOOL INC,semitool,"Semitool, Inc.",semitool,1.0,True,
SEMLER SCIENTIFIC INC,semler scientific,"Semler Scientific, Inc.",semler scientific,1.0,True,
SEMTECH CORP,semtech,Semtech (International) AG,semtech,1.0,True,
SEMX CORP,semx,Semx Corporation,semx,0.9999999403953552,True,
SENDGRID INC,sendgrid,"SendGrid, Inc.",sendgrid,1.0,True,
SENECA FOODS CORP,seneca foods,SENECA FOODS CORPORATION,seneca foods,1.0,True,
SENESTECH INC,senestech,"SENESTECH, INC.",senestech,1.0,True,
SENOMYX INC,senomyx,"SENOMYX, INC.",senomyx,0.9999996423721313,True,
SENORX INC,senorx,"SenoRx, Inc.",senorx,1.0,True,
SENSE TECHNOLOGIES INC,sense technologies,"Sense Technologies, Inc.",sense technologies,1.0,True,
SENSIO TECHNOLOGIES INC,sensio technologies,SENSIO Technologies Inc.,sensio technologies,0.9999998807907104,True,
SENSORMATIC ELECTRONICS,sensormatic electronics,"Sensormatic Electronics, LLC",sensormatic electronics,1.0,True,
SENSUS HEALTHCARE INC,sensus healthcare,"SENSUS HEALTHCARE, INC.",sensus healthcare,1.0,True,
SENTAGE HOLDINGS INC,sentage,Sentage Corporation,sentage,1.0,True,
SENTI BIOSCIENCES INC,senti biosciences,"Senti Biosciences, Inc.",senti biosciences,1.0,True,
SENTINELONE INC,sentinelone,"SENTINELONE, INC.",sentinelone,1.0,True,
SENTRY TECHNOLOGY CORP,sentry technology,SENTRY TECHNOLOGY CORPORATION,sentry technology,1.0,True,
SEPRACOR INC,sepracor,"Sepracor, Inc.",sepracor,1.0,True,
SEQUANA THERAPEUTICS INC,sequana therapeutics,"Sequana Therapeutics, Inc.",sequana therapeutics,1.0,True,
SEQUANS COMMUNICATIONS SA,sequans communications,SEQUANS COMMUNICATIONS LTD.,sequans communications,0.9999998807907104,True,
SEQUEL CORP,sequel,Sequel Corporation,sequel,1.0,True,
SEQUEL TECHNOLOGY CORP,sequel technology,Sequel Technology Corporation,sequel technology,1.0,True,
SEQUENOM INC,sequenom,"SEQUENOM, INC.",sequenom,1.0,True,
SEQUENT COMPUTER SYSTEMS INC,sequent computer systems,"Sequent Computer Systems, Inc.",sequent computer systems,1.0,True,
SEQUOIA SOFTWARE CORP,sequoia software,Sequoia Software Corporation,sequoia software,1.0,True,
SEQUUS PHARMACEUTICALS INC,sequus pharmaceuticals,"Sequus Pharmaceuticals, Inc.",sequus pharmaceuticals,1.0,True,
SERA PROGNOSTICS INC,sera prognostics,"Sera Prognostics, Inc.",sera prognostics,1.0,True,
SERACARE LIFE SCIENCES INC,seracare life sciences,"SeraCare Life Sciences, Inc.",seracare life sciences,0.9999998807907104,True,
SERAGEN INC,seragen,"Seragen, Inc.",seragen,1.0,True,
SERENA SOFTWARE INC,serena software,"SERENA SOFTWARE, INC.",serena software,1.0,True,
SERENGETI EYEWEAR INC,serengeti eyewear,"Serengeti Eyewear, Inc.",serengeti eyewear,1.0,True,
SERES THERAPEUTICS INC,seres therapeutics,"Seres Therapeutics, Inc.",seres therapeutics,1.0,True,
SEREX INTERNATIONAL INC,serex,Serex,serex,1.0,True,
SERINA THERAPEUTICS INC,serina therapeutics,"Serina Therapeutics, Inc.",serina therapeutics,1.0,True,
SERNOVA CORP,sernova,Sernova Corporation,sernova,0.9999997615814209,True,
SEROLOGICALS CORP,serologicals,"Serologicals, Inc.",serologicals,1.0,True,
SERVE ROBOTICS INC,serve robotics,Serve Robotics Inc.,serve robotics,1.0,True,
SERVICE BANCORP INC,service bancorp,Bancorp Services LLC,bancorp services,0.9572038650512695,True,
SERVICE CORP INTERNATIONAL,service,"International Service Group, LLC",service,0.9999997615814209,True,
SERVICEMASTER CO,servicemaster,The ServiceMaster Company,servicemaster,1.0,True,
SERVICENOW INC,servicenow,"ServiceNow, Inc.",servicenow,1.0,True,
SERVICESOURCE INTL INC,servicesource,ServiceSource,servicesource,0.9999997615814209,True,
SERVO CORP OF AMERICA,servo america,Servo Corporation of America,servo america,1.0,True,
SETON CO,seton,Seton Company,seton,1.0,True,
SEVCON INC,sevcon,Sevcon Limited,sevcon,1.0,True,
SEVEN ACES LTD,seven aces,Seven Aces LLC,seven aces,1.0,True,
SEVEN GENERATIONS ENERGY LTD,seven generations energy,Seven Generations Energy Ltd.,seven generations energy,1.0,True,
SEVEN OAKS INTERNATIONAL INC,seven oaks,Seven Oaks Corporation,seven oaks,0.9999999403953552,True,
SEVEN-UP CO,seven up,The Seven-Up Company,seven up,1.0,True,
SFE TECHNOLOGIES,sfe technologies,SFE Technologies,sfe technologies,1.0,True,
SGI INTERNATIONAL,sgi,"SGI International, Inc.",sgi,1.0,True,
SGL CARBON SE,sgl carbon se,SGL CARBON SE,sgl carbon se,1.0,True,
SGX PHARMACEUTICALS INC,sgx pharmaceuticals,"SGX Pharmaceuticals, Inc.",sgx pharmaceuticals,0.9999998807907104,True,
SHAKESPEARE CO,shakespeare,"SHAKESPEARE COMPANY, LLC",shakespeare,1.0,True,
SHAKLEE CORP,shaklee,Shaklee Corporation,shaklee,1.0,True,
SHAMAN PHARMACEUTICALS INC,shaman pharmaceuticals,"Shaman Pharmaceuticals, Inc.",shaman pharmaceuticals,1.0,True,
SHAMIR OPTICAL INDUSTRY LTD,shamir optical industry,SHAMIR OPTICAL INDUSTRY LTD.,shamir optical industry,1.0,True,
SHAMROCK FOODS CO,shamrock foods,Shamrock Foods Company,shamrock foods,1.0,True,
SHAPEWAYS HOLDINGS INC,shapeways,"Shapeways, Inc.",shapeways,1.0,True,
SHAREDATA INC,sharedata,ShareData,sharedata,1.0,True,
SHARKNINJA INC,sharkninja,SHARKNINJA COMPANY LIMITED,sharkninja,1.0,True,
SHARPER IMAGE CORP,sharper image,Sharper Image Corp.,sharper image,1.0,True,
SHARPS COMPLIANCE CORP,sharps compliance,"Sharps Compliance, Inc.",sharps compliance,1.0,True,
SHARPS TECHNOLOGY INC,sharps technology,"Sharps Technology, Inc.",sharps technology,1.0,True,
SHATTERPROOF GLASS CORP,shatterproof glass,Shatterproof Glass Corp.,shatterproof glass,0.9999998807907104,True,
SHATTUCK LABS INC,shattuck labs,"Shattuck Labs, Inc.",shattuck labs,0.9999999403953552,True,
SHAW INDUSTRIES INC,shaw industries,"Shaw Industries Group, Inc.",shaw industries,1.0,True,
SHAWMUT CORP,shawmut,SHAWMUT Corporation,shawmut,0.9999998211860657,True,
SHELDAHL INC,sheldahl,"Sheldahl, Inc.",sheldahl,1.0,True,
SHELL PIPE LINE CORP,shell pipe line,Shell Pipe Line Corporation,shell pipe line,1.0,True,
SHELLER-GLOBE,sheller globe,Sheller-Globe Corporation,sheller globe,1.0,True,
SHEPARD NILES CRANE & HOIST,shepard niles crane hoist,Shepard Niles Crane & Hoist Corporation,shepard niles crane hoist,1.0,True,
SHEPHERD PRODUCTS LTD,shepherd products,Shepherd Products Co.,shepherd products,1.0,True,
SHERBURNE CORP,sherburne,Sherburne Corporation,sherburne,1.0,True,
SHERIDAN GROUP INC,sheridan,"Sheridan, LLC",sheridan,1.0,True,
SHERMAG INC,shermag,Shermag Inc.,shermag,1.0,True,
SHERRITT INTERNATIONAL CORP,sherritt,Sherritt Inc.,sherritt,1.0,True,
SHERWIN-WILLIAMS CO,sherwin williams,The Sherwin-Williams Company,sherwin williams,1.0,True,
SHFL ENTERTAINMENT INC,shfl entertainment,"SHFL ENTERTAINMENT, INC.",shfl entertainment,1.0,True,
SHIFT TECHNOLOGIES INC,shift technologies,"Shift Technologies, Inc.",shift technologies,1.0,True,
SHILOH INDUSTRIES INC,shiloh industries,"SHILOH INDUSTRIES, INC.",shiloh industries,0.9999998211860657,True,
SHIRE PLC,shire,Shire LLC,shire,1.0,True,
SHISEIDO CO LTD,shiseido,"SHISEIDO COMPANY, LIMITED",shiseido,1.0,True,
SHL TELEMEDICINE LTD,shl telemedicine,SHL Telemedicine International Ltd.,shl telemedicine,1.0,True,
SHOCKWAVE MEDICAL INC,shockwave medical,"SHOCKWAVE MEDICAL, INC.",shockwave medical,1.0,True,
SHOPIFY INC,shopify,SHOPIFY INC.,shopify,1.0,True,
SHOPPING.COM LTD,shopping com,"Shopping.com, Ltd",shopping com,1.0,True,
SHOPSMITH INC,shopsmith,"Shopsmith, Inc.",shopsmith,0.9999999403953552,True,
SHORETEL INC,shoretel,"Shoretel, Inc.",shoretel,0.9999997615814209,True,
SHOREWOOD PACKAGING CORP,shorewood packaging,Shorewood Packaging LLC,shorewood packaging,1.0,True,
SHOWCASE CORP,showcase,Showcase Inc.,showcase,0.9999999403953552,True,
SHUTTERFLY INC,shutterfly,"Shutterfly, LLC",shutterfly,1.0,True,
SHUTTERSTOCK INC,shutterstock,"Shutterstock, Inc.",shutterstock,1.0,True,
SI INTERNATIONAL INC,si,"SI GROUP, INC.",si,1.0,True,
SI-BONE INC,si bone,SI-Bone Inc.,si bone,1.0,True,
SIBIA NEUROSCIENCES INC,sibia neurosciences,Sibia Neurosciences Inc.,sibia neurosciences,1.0,True,
SICO INC,sico,Sico Incorporated,sico,1.0,True,
SICOR INC,sicor,Sicor Inc.,sicor,1.0,True,
SIDUS SPACE INC,sidus space,"SIDUS SPACE, INC.",sidus space,1.0,True,
SIEBEL SYSTEMS INC,siebel systems,"Siebel Systems, Inc.",siebel systems,0.9999998807907104,True,
SIEMENS AG,siemens,Siemens PLC,siemens,1.0,True,
SIENTRA INC,sientra,"Sientra, Inc.",sientra,1.0,True,
SIERRA MONITOR CORP,sierra monitor,Sierra Monitor Corporation,sierra monitor,1.0,True,
SIERRA ON-LINE INC,sierra on line,Sierra On-Line,sierra on line,1.0,True,
SIERRA ONCOLOGY,sierra oncology,"Sierra Oncology, Inc.",sierra oncology,0.9999998807907104,True,
SIERRA PACIFIC INDUSTRIES,sierra pacific industries,Sierra Pacific Industries,sierra pacific industries,0.9999999403953552,True,
SIERRA RESEARCH CORP,sierra research,Sierra Research Corporation,sierra research,1.0,True,
SIERRA WIRELESS INC,sierra wireless,"SIERRA WIRELESS, INC.",sierra wireless,1.0,True,
SIERRACIN CORP,sierracin,Sierracin Corporation,sierracin,1.0,True,
SIFCO INDUSTRIES,sifco industries,"SIFCO Industries, Inc.",sifco industries,1.0,True,
SIGA TECHNOLOGIES INC,siga technologies,"Siga Technologies, Inc.",siga technologies,1.0,True,
SIGHT SCIENCES INC,sight sciences,"SIGHT SCIENCES, INC.",sight sciences,0.9999998807907104,True,
SIGMA DESIGNS INC,sigma designs,"Sigma Designs, Inc.",sigma designs,1.0,True,
SIGMA INDUSTRIES INC,sigma industries,"Sigma Industries, Inc.",sigma industries,1.0,True,
SIGMA INSTRUMENTS,sigma instruments,"Sigma Instruments Holdings, LLC",sigma instruments,1.0,True,
SIGMA INTL LTD,sigma,Sigma International,sigma,1.0,True,
SIGMA LITHIUM CORP,sigma lithium,SIGMA LITHIUM LIMITED,sigma lithium,1.0,True,
SIGMA RESEARCH INC,sigma research,Sigma Research Inc.,sigma research,1.0,True,
SIGMA-ALDRICH CORP,sigma aldrich,SIGMA-ALDRICH INTERNATIONAL GMBH,sigma aldrich,1.0,True,
SIGMAFORM CORP,sigmaform,Sigmaform Corporation,sigmaform,0.9999998807907104,True,
SIGMATEL INC,sigmatel,"SIGMATEL, INC.",sigmatel,1.0,True,
SIGMATRON INTERNATIONAL INC,sigmatron,"Sigmatron International, Inc.",sigmatron,1.0,True,
SIGMATRON NOVA INC,sigmatron nova,"Sigmatron Nova, Inc.",sigmatron nova,1.0,True,
SIGNAL CORP,signal,"Signal, Inc.",signal,1.0,True,
SIGNAL GENETICS INC,signal genetics,"Signal Genetics, Inc.",signal genetics,1.0,True,
SIGNAL TECHNOLOGY CORP,signal technology,Signal Technology Corporation,signal technology,0.9999997615814209,True,
SIGNALSOFT CORP,signalsoft,SignalSoft Corp.,signalsoft,1.0,True,
SIGNETICS CORP,signetics,Signetics,signetics,1.0,True,
SIGNODE CORP,signode,Signode Corporation,signode,1.0,True,
SILENCE THERAPEUTICS PLC,silence therapeutics,SILENCE THERAPEUTICS GMBH,silence therapeutics,1.0,True,
SILENT WITNESS ENTERPRISES,silent witness enterprises,Silent Witness Enterprises Ltd.,silent witness enterprises,1.0,True,
SILGAN HOLDINGS INC,silgan,SILGAN HOLDINGS INC.,silgan,1.0,True,
SILICOM LTD,silicom,SILICOM LTD.,silicom,1.0,True,
SILICON ELECTRO-PHYSICS INC,silicon electro physics,"Silicon Electro-Physics, Inc.",silicon electro physics,1.0,True,
SILICON ENERGY CORP,silicon energy,"Silicon Energy, Inc.",silicon energy,1.0,True,
SILICON GAMING INC,silicon gaming,"Silicon Gaming, Inc.",silicon gaming,1.0,True,
SILICON GRAPHICS INTL CORP,silicon graphics,SILICON GRAPHICS INTERNATIONAL CORP.,silicon graphics,1.0,True,
SILICON GRAPHICS INTL CORP,silicon graphics,SILICON GRAPHICS INTERNATIONAL CORP.,silicon graphics,1.0,True,
SILICON IMAGE INC,silicon image,"Silicon Image, Inc.",silicon image,1.0,True,
SILICON LABORATORIES INC,silicon laboratories,Silicon Laboratories Inc.,silicon laboratories,1.0,True,
SILICON STORAGE TECHNOLOGY,silicon storage technology,"SILICON STORAGE TECHNOLOGY, INC.",silicon storage technology,0.9999996423721313,True,
SILICON VALLEY GROUP INC,silicon valley,"Silicon Valley Group, Inc.",silicon valley,1.0,True,
SILICON VALLEY RESEARCH INC,silicon valley research,"Silicon Valley Research, Inc.",silicon valley research,1.0,True,
SILICONIX INC,siliconix,SILICONIX INCORPORATED,siliconix,0.9999998211860657,True,
SILK ROAD MEDICAL INC,silk road medical,"Silk Road Medical, Inc.",silk road medical,1.0,True,
SILTEC CORP,siltec,Siltec Corporation,siltec,1.0,True,
SILVACO GROUP INC,silvaco,"SILVACO, INC.",silvaco,1.0,True,
SILVER SPRING NETWORKS INC,silver spring networks,"SILVER SPRING NETWORKS, INC.",silver spring networks,1.0,True,
SILVERSTREAM SOFTWARE INC,silverstream software,"SilverStream Software, LLC",silverstream software,0.9999998807907104,True,
SIM KAR LIGHTING FIXTURE CO,sim kar lighting fixture,"Sim Kar Lighting Fixture Co., Inc.",sim kar lighting fixture,1.0,True,
SIMCERE PHARMACEUTICAL GROUP,simcere pharmaceutical,Simcere Pharmaceutical Co. Ltd.,simcere pharmaceutical,1.0,True,
SIMMONS CO,simmons,Simmons Group Ltd.,simmons,1.0,True,
SIMMONS OUTDOOR CORP,simmons outdoor,Simmons Outdoor Corporation,simmons outdoor,0.9999998807907104,True,
SIMON & SCHUSTER,simon schuster,"Simon & Schuster, Inc.",simon schuster,1.0,True,
SIMPLEX SOLUTIONS INC,simplex solutions,"Simplex Solutions, Inc.",simplex solutions,1.0,True,
SIMPLEX WIRE AND CABLE CO,simplex wire cable,Simplex Wire and Cable Company,simplex wire cable,1.0,True,
SIMPSON INDUSTRIES,simpson industries,"Simpson Industries, Inc.",simpson industries,1.0,True,
SIMPSON MANUFACTURING INC,simpson manufacturing,"Simpson Manufacturing Co., Inc.",simpson manufacturing,1.0,True,
SIMS LTD,sims,SIMS,sims,1.0,True,
SIMTEK CORP,simtek,"Simtek, Inc.",simtek,1.0,True,
SIMULA INC,simula,"Simula, Inc.",simula,1.0,True,
SIMULATION SCIENCES INC,simulation sciences,"Simulation Sciences, Inc.",simulation sciences,1.0,True,
SINCLAIR INC,sinclair,Sinclair International Limited,sinclair,1.0,True,
SINTRA LTD,sintra,Sintra Holding AG,sintra,1.0,True,
SINTX TECHNOLOGIES INC,sintx technologies,"SINTX Technologies, Inc.",sintx technologies,1.0,True,
SIPCO INC,sipco,SIPCO PTY LTD,sipco,1.0,True,
SIPEX CORP,sipex,Sipex Corporation,sipex,1.0,True,
SIPPICAN INC,sippican,"Sippican, Inc.",sippican,1.0,True,
SIRENZA MICRODEVICES INC,sirenza microdevices,"Sirenza Microdevices, Inc.",sirenza microdevices,1.0,True,
SIRF TECHNOLOGY HOLDINGS INC,sirf technology,"SIRF Technology, Inc.",sirf technology,1.0,True,
SIRIT INC,sirit,Sirit Inc.,sirit,1.0,True,
SIRIUS XM HOLDINGS INC,sirius xm,Sirius XM Radio Inc.,sirius xm radio,0.9594036936759949,True,
SIRNA THERAPEUTICS INC,sirna therapeutics,"Sirna Therapeutics, Inc.",sirna therapeutics,1.0,True,
SIRONA DENTAL SYSTEMS INC,sirona dental systems,SIRONA Dental Systems GmbH,sirona dental systems,1.0,True,
SIRTRIS PHARMACEUTICALS INC,sirtris pharmaceuticals,"Sirtris Pharmaceuticals, Inc.",sirtris pharmaceuticals,0.9999998807907104,True,
SITARA NETWORKS INC,sitara networks,"Sitara Networks, Inc.",sitara networks,1.0,True,
SITE TECHNOLOGIES INC,site technologies,Site Technologies Inc.,site technologies,1.0,True,
SITIME CORP,sitime,SiTime Corporation,sitime,1.0,True,
SIXTH WAVE INNOVATIONS INC,sixth wave innovations,6TH Wave Innovations Corp.,6th wave innovations,0.9905709028244019,True,
SIYATA MOBILE INC,siyata mobile,Siyata Mobile Inc.,siyata mobile,1.0,True,
SK BROADBAND CO LTD,sk broadband,"SK Broadband Co., Ltd.",sk broadband,0.9999998807907104,True,
SK TELECOM CO LTD,sk telecom,"SK TELECOM CO., LTD.",sk telecom,1.0,True,
SKELLY OIL CO,skelly oil,Skelly Oil Company,skelly oil,1.0,True,
SKF AB,skf ab,AB SKF,ab skf,0.974746823310852,True,
SKIL CORP,skil,Skil Corporation,skil,0.9999999403953552,True,
SKILLSOFT CORP,skillsoft,SkillSoft Corporation,skillsoft,1.0,True,
SKILLZ INC,skillz,SKILLZ INC.,skillz,1.0,True,
SKULLCANDY INC,skullcandy,"Skullcandy, Inc",skullcandy,1.0,True,
SKY PLC,sky,"Sky Holdings Company, LLC",sky,0.9999997615814209,True,
SKYE INTERNATIONAL INC,skye,"Skye International, Inc.",skye,0.9999996423721313,True,
SKYEPHARMA PLC,skyepharma,SkyePharma PLC,skyepharma,1.0,True,
SKYJACK INC,skyjack,"Skyjack, Inc",skyjack,1.0,True,
SKYLINE CORP,skyline,Skyline Corporation,skyline,1.0,True,
SKYTEL COMMUNICATIONS INC,skytel communications,"SkyTel Communications, Inc.",skytel communications,1.0,True,
SKYWORKS SOLUTIONS INC,skyworks solutions,"Skyworks Solutions, Inc.",skyworks solutions,0.9999999403953552,True,
SKYX PLATFORMS CORP,skyx platforms,SKYX Platforms Corp.,skyx platforms,1.0,True,
SL INDUSTRIES INC,sl industries,"SL Industries, Inc.",sl industries,0.9999998807907104,True,
SLACK TECHNOLOGIES INC,slack technologies,"Slack Technologies, LLC",slack technologies,1.0,True,
SLANT FIN CORP,slant fin,Slant/Fin Corporation,slant fin,1.0,True,
SLEEP NUMBER CORP,sleep number,Sleep Number Corporation,sleep number,0.9999998807907104,True,
SLM CORP,slm,SLM Inc.,slm,1.0,True,
SLOAN TECHNOLOGY CORP,sloan technology,Sloan Technology Corporation,sloan technology,1.0,True,
SLS INDUSTRIES INC,sls industries,"SL Industries, Inc.",sl industries,0.9530850648880005,True,
SLS INTERNATIONAL INC,sls,"SLS International, Inc.",sls,1.0,True,
SM ENERGY CO,sm energy,SM ENERGY COMPANY,sm energy,1.0,True,
SMART MODULAR TECHNOLOGIES,smart modular technologies,"SMART Modular Technologies, Inc.",smart modular technologies,1.0,True,
SMART TECHNOLOGIES INC,smart technologies,SMART TECHNOLOGIES Inc.,smart technologies,1.0,True,
SMARTDISK CORP,smartdisk,SmartDisk Corporation,smartdisk,0.9999998807907104,True,
SMARTKEM INC,smartkem,SMARTKEM LIMITED,smartkem,1.0,True,
SMARTSHEET INC,smartsheet,Smartsheet Inc.,smartsheet,1.0,True,
SMC CORPORATION,smc,SMC CORPORATION,smc,1.0,True,
SMED INTERNATIONAL INC,smed,Smed International,smed,1.0,True,
SMILEDIRECTCLUB INC,smiledirectclub,SmileDirectClub LLC,smiledirectclub,1.0,True,
SMITH & NEPHEW PLC,smith nephew,Smith & Nephew PLC,smith nephew,1.0,True,
SMITH CORONA CORP,smith corona,Smith Corona Corp.,smith corona,0.9999999403953552,True,
SMITH INTERNATIONAL INC,smith,"Smith Holdings, LLC",smith,1.0,True,
